[27Nov2024 19:29:17.777] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 43.4.2, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[27Nov2024 19:29:17.781] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 21.0.4 by Microsoft; OS Linux arch amd64 version 6.5.0-1025-azure
[27Nov2024 19:29:18.062] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/Zombies-server/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2363!/ Service=ModLauncher Env=SERVER
[27Nov2024 19:29:18.415] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Zombies-server/servidor_minecraft/libraries/net/minecraftforge/fmlcore/1.19.2-43.4.2/fmlcore-1.19.2-43.4.2.jar is missing mods.toml file
[27Nov2024 19:29:18.416] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Zombies-server/servidor_minecraft/libraries/net/minecraftforge/javafmllanguage/1.19.2-43.4.2/javafmllanguage-1.19.2-43.4.2.jar is missing mods.toml file
[27Nov2024 19:29:18.418] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Zombies-server/servidor_minecraft/libraries/net/minecraftforge/lowcodelanguage/1.19.2-43.4.2/lowcodelanguage-1.19.2-43.4.2.jar is missing mods.toml file
[27Nov2024 19:29:18.419] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Zombies-server/servidor_minecraft/libraries/net/minecraftforge/mclanguage/1.19.2-43.4.2/mclanguage-1.19.2-43.4.2.jar is missing mods.toml file
[27Nov2024 19:29:18.575] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 2 dependencies adding them to mods collection
[27Nov2024 19:29:20.397] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[27Nov2024 19:29:20.472] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeserver' with arguments []
[27Nov2024 19:29:20.517] [main/WARN] [mixin/]: Reference map 'ambientsounds.mixins.refmap.json' for ambientsounds.mixins.json could not be read. If this is a development environment you can ignore this message
[27Nov2024 19:29:25.673] [main/INFO] [net.minecraft.util.datafix.DataFixers/]: Building unoptimized datafixer
[27Nov2024 19:29:27.873] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id architectury:sync_ids
[27Nov2024 19:29:27.874] [modloading-worker-0/INFO] [realmayus.aquatictorches.AquaticTorches/]: Aquatic Torches loaded.
[27Nov2024 19:29:27.906] [modloading-worker-0/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 43.4.2, for MC 1.19.2 with MCP 20220805.130853
[27Nov2024 19:29:27.907] [modloading-worker-0/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v43.4.2 Initialized
[27Nov2024 19:29:27.955] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file /workspaces/Zombies-server/servidor_minecraft/config/appleskin-client.toml is not correct. Correcting
[27Nov2024 19:29:27.957] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key client was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.218] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.ammo_kit.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.218] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.ammo_kit.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.218] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.ammo_kit.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.218] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.first_aid_kit was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.218] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.first_aid_kit.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.219] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.first_aid_kit.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.219] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.first_aid_kit.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.219] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.first_aid_kit.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.219] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.first_aid_kit.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.219] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.rocket was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.219] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.rocket.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.219] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.rocket.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.219] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.rocket.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.220] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.rocket.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.220] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.rocket.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.220] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.grenade was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.220] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.grenade.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.220] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.grenade.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.220] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.grenade.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.221] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.grenade.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.221] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.grenade.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.221] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.c4 was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.221] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.c4.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.221] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.c4.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.221] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.c4.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.221] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.c4.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.222] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.c4.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.222] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.gun_item was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.222] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.gun_item.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.222] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.gun_item.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.222] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.gun_item.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.222] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.gun_item.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.222] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.gun_item.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.222] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.blue_melee_guard was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.222] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.blue_melee_guard.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.223] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.blue_melee_guard.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.223] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.blue_melee_guard.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.223] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.blue_melee_guard.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.223] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.blue_melee_guard.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.223] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.shotgun_guard was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.223] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.shotgun_guard.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.223] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.shotgun_guard.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.224] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.shotgun_guard.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.224] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.shotgun_guard.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.224] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.shotgun_guard.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.224] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.rifle_guard was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.224] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.rifle_guard.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.224] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.rifle_guard.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.224] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.rifle_guard.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.224] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.rifle_guard.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.225] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.rifle_guard.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.225] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.grenade_launcher_guard was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.225] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.grenade_launcher_guard.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.225] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.grenade_launcher_guard.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.228] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.grenade_launcher_guard.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.228] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.grenade_launcher_guard.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.229] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.grenade_launcher_guard.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.229] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.pistol_guard was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.229] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.pistol_guard.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.229] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.pistol_guard.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.229] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.pistol_guard.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.229] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.pistol_guard.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.229] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.pistol_guard.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.230] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.toxic_smoke_guard was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.230] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.toxic_smoke_guard.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.230] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.toxic_smoke_guard.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.230] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.toxic_smoke_guard.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.235] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.toxic_smoke_guard.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.236] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.toxic_smoke_guard.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.236] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.grey_prisoner was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.236] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.grey_prisoner.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.236] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.grey_prisoner.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.236] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.grey_prisoner.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.236] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.grey_prisoner.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.237] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.grey_prisoner.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.237] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.yellow_prisoner was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.237] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.yellow_prisoner.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.237] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.yellow_prisoner.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.237] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.yellow_prisoner.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.238] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.yellow_prisoner.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.238] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.yellow_prisoner.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.238] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.red_prisoner was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.238] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.red_prisoner.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.238] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.red_prisoner.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.238] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.red_prisoner.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.239] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.red_prisoner.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.239] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.red_prisoner.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.239] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.shotgun_prisoner was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.239] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.shotgun_prisoner.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.240] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.shotgun_prisoner.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.240] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.shotgun_prisoner.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.240] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.shotgun_prisoner.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.240] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.shotgun_prisoner.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.240] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.eu_soldier was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.240] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.eu_soldier.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.241] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.eu_soldier.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.241] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.eu_soldier.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.241] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.eu_soldier.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.243] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.eu_soldier.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.243] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.nrf_soldier was corrected from null to its default, SimpleCommentedConfig:{}. 
